concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
19080129,45895534,RxNorm - SPL,2015-03-26,2099-12-31,
45582439,4188598,Maps to,2019-01-09,2099-12-31,
45635872,19133768,Maps to,1970-01-01,2099-12-31,
4329041,4338028,Subsumes,2020-03-09,2099-12-31,
43276107,1154380,Marketed form of,2017-06-24,2099-12-31,
45077102,44784878,Maps to,2007-06-01,2099-12-31,
19020053,44981270,Mapped from,2011-05-02,2099-12-31,
45655479,19020053,SPL - RxNorm,2015-01-29,2099-12-31,
19080129,45638236,RxNorm - SPL,2015-01-29,2099-12-31,
19078106,45267565,Mapped from,1970-01-01,2099-12-31,
1105169,43012036,Maps to,2019-10-13,2099-12-31,
35830604,1796435,RxNorm has ing,2021-01-21,2099-12-31,
1545959,44100148,Has tradename,2017-06-25,2099-12-31,
19080128,46299639,RxNorm - SPL,1970-01-01,2099-12-31,
42480511,19079524,Marketed form of,2017-06-24,2099-12-31,
21602886,1768849,ATC - RxNorm pr lat,2020-06-01,2099-12-31,
19079524,35783901,Has marketed form,2017-08-02,2099-12-31,
40229134,45289412,Mapped from,2013-06-03,2099-12-31,
734356,42876113,Has marketed form,2020-01-15,2099-12-31,
1127433,45671190,Mapped from,2013-10-07,2099-12-31,
19129655,45822031,Mapped from,2015-01-29,2099-12-31,
19019273,45229480,Mapped from,1970-01-01,2099-12-31,
35530851,19020053,Maps to,2019-09-08,2099-12-31,
1545959,37292568,Mapped from,2020-08-09,2099-12-31,
43280573,35605482,Tradename of,2016-09-30,2099-12-31,
42884486,1718765,Maps to,2020-02-09,2099-12-31,
19078106,46250618,Mapped from,2015-07-08,2099-12-31,
45015430,19078106,Maps to,2012-09-04,2099-12-31,
1588654,1776684,Maps to,2020-06-01,2099-12-31,
19022830,35144989,Has marketed form,2019-03-11,2099-12-31,
44935925,40236446,Maps to,1970-01-01,2099-12-31,
45884284,3022698,Answer of,1970-01-01,2099-12-31,
4132649,4253752,Subsumes,2011-07-31,2099-12-31,
972520,40160970,Maps to,2019-08-18,2099-12-31,
40229134,45682977,Mapped from,1970-01-01,2099-12-31,
4060452,4240345,Using finding method,2011-07-31,2099-12-31,
19078461,44415625,Mapped from,2017-03-01,2099-12-31,
41226568,1539411,Marketed form of,2017-07-18,2099-12-31,
4240345,4063824,Finding method of,2011-07-31,2099-12-31,
19022781,41004589,Has tradename,2017-07-18,2099-12-31,
40163554,45814019,Mapped from,2015-01-29,2099-12-31,
19075601,41066083,Has tradename,2017-07-18,2099-12-31,
920300,45804102,RxNorm - SPL,2015-01-29,2099-12-31,
21037493,40185304,Marketed form of,2017-06-24,2099-12-31,
45811497,40163924,Maps to,2015-01-29,2099-12-31,
42951368,1713671,Tradename of,2018-08-21,2099-12-31,
46275444,1784403,RxNorm - SPL,2021-09-12,2099-12-31,
44797112,4036803,Maps to,2019-01-31,2099-12-31,
19020053,44473471,Mapped from,2017-12-14,2099-12-31,
44922067,40173590,Maps to,2011-06-06,2099-12-31,
45789170,19020053,SPL - RxNorm,2015-01-29,2099-12-31,
1344909,36280842,Has marketed form,2018-08-02,2099-12-31,
44792001,4324693,Is a,2015-03-01,2099-12-31,
45028826,1551192,Maps to,1970-01-01,2099-12-31,
45672259,46233988,SPL - RxNorm,1970-01-01,2099-12-31,
19079924,45376052,Mapped from,2011-10-25,2099-12-31,
19078461,45042625,Mapped from,2008-01-01,2099-12-31,
4064377,1595786,Value mapped from,2018-08-26,2099-12-31,
44946973,19133873,Maps to,2011-02-07,2099-12-31,
45817731,19078461,Maps to,2015-01-29,2099-12-31,
19080129,2927365,Has marketed form,2021-06-30,2099-12-31,
44969310,43012036,Maps to,2013-03-04,2099-12-31,
4062705,4240345,Using finding method,2011-07-31,2099-12-31,
19023564,44360771,RxNorm - SPL,1970-01-01,2099-12-31,
720868,720868,Mapped from,2022-04-08,2099-12-31,
43515257,19133905,Tradename of,2017-08-29,2099-12-31,
41135556,19078461,Marketed form of,2017-07-18,2099-12-31,
40228214,1970632,Has marketed form,2022-01-28,2099-12-31,
36493532,19019273,Maps to,2017-12-14,2099-12-31,
40223768,41105266,Has marketed form,2017-07-18,2099-12-31,
4127235,4127235,Mapped from,1970-01-01,2099-12-31,
1551170,44996830,Mapped from,2011-09-06,2099-12-31,
4298699,4296204,Asso morph of,2011-07-31,2099-12-31,
40185280,41093614,Has tradename,2017-07-18,2099-12-31,
41251738,19077463,Tradename of,2017-07-18,2099-12-31,
3024731,1029633,Has property,2019-12-13,2099-12-31,
21131411,19080129,Marketed form of,2017-06-24,2099-12-31,
45091215,40223768,Maps to,2011-07-05,2099-12-31,
45848441,1107882,Maps to,2015-01-29,2099-12-31,
36092745,19134047,Maps to,2020-09-01,2099-12-31,
45205958,19018935,Maps to,1970-01-01,2099-12-31,
45838583,19059056,Maps to,2015-01-29,2099-12-31,
44938430,1101556,Maps to,1970-01-01,2099-12-31,
4001167,255848,Finding asso with,2011-07-31,2099-12-31,
19008572,45309069,Mapped from,1970-01-01,2099-12-31,
19079524,45075074,Mapped from,1970-01-01,2099-12-31,
21602167,1729720,ATC - RxNorm sec up,2020-06-01,2099-12-31,
3046581,1029645,Has property,2019-12-13,2099-12-31,
45878304,1175723,Answer of,1970-01-01,2099-12-31,
19056551,1786621,Brand name of,2006-01-20,2099-12-31,
198199,4034818,Subsumes,2011-07-31,2099-12-31,
19073094,45838280,Mapped from,2015-01-29,2099-12-31,
19020053,44423709,Mapped from,2016-12-01,2099-12-31,
36497657,19078461,Maps to,2017-12-14,2099-12-31,
957136,21035013,Has marketed form,2015-08-17,2099-12-31,
1115171,45700084,RxNorm - SPL,1970-01-01,2099-12-31,
40770471,1025532,Has system,2019-12-13,2099-12-31,
9155,9155,Mapped from,1970-01-01,2099-12-31,
45861670,19077463,Maps to,2015-01-29,2099-12-31,
45171054,19133768,Maps to,2009-08-03,2099-12-31,
19020053,21054906,Has marketed form,2017-06-24,2099-12-31,
40163924,45696291,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45824741,Mapped from,2015-01-29,2099-12-31,
19078461,45663871,RxNorm - SPL,1970-01-01,2099-12-31,
45105292,957136,Maps to,1970-01-01,2099-12-31,
45275375,19079658,Maps to,2013-10-02,2099-12-31,
4338028,4329041,Is a,2020-03-09,2099-12-31,
42913976,1768849,Brand name of,2018-08-21,2099-12-31,
19078461,46252970,Mapped from,2015-07-08,2099-12-31,
40231925,45160527,Mapped from,2011-09-06,2099-12-31,
40491389,4301351,Is a,2011-07-31,2099-12-31,
1551192,44426134,Mapped from,2016-07-01,2099-12-31,
316866,40481459,Focus of,2011-07-31,2099-12-31,
44846615,19019273,Maps to,1970-01-01,2099-12-31,
4010253,2106411,SNOMED cat - CPT4,1980-01-01,2099-12-31,
19079524,35848214,Has tradename,2020-10-02,2099-12-31,
19080129,45035776,Mapped from,2013-08-05,2099-12-31,
42888265,19078461,Maps to,2020-03-08,2099-12-31,
45832450,40163924,Maps to,2015-01-29,2099-12-31,
40740358,40185304,Marketed form of,2018-06-04,2099-12-31,
44442621,19020053,Maps to,2016-11-01,2099-12-31,
19020053,45689935,RxNorm - SPL,1970-01-01,2099-12-31,
19078461,45630964,Mapped from,1970-01-01,2099-12-31,
40228214,45841674,Mapped from,2015-01-29,2099-12-31,
19133873,36394055,RxNorm - SPL,1970-01-01,2099-12-31,
441267,37396320,Subsumes,2016-07-31,2099-12-31,
45062684,1332419,Maps to,2010-05-03,2099-12-31,
45672095,40236446,Maps to,1970-01-01,2099-12-31,
43256061,19078461,Marketed form of,2017-06-24,2099-12-31,
1779882,734356,Maps to,2021-10-10,2099-12-31,
45339381,19073183,Maps to,2007-08-01,2099-12-31,
45673245,40184084,Maps to,1970-01-01,2099-12-31,
19111320,1729720,RxNorm has ing,2005-04-04,2099-12-31,
45265239,46233710,Maps to,2017-10-23,2099-12-31,
201826,45773064,Due to of,2015-03-01,2099-12-31,
19080128,45706233,RxNorm - SPL,1970-01-01,2099-12-31,
45881797,3035350,Answer of,1970-01-01,2099-12-31,
957136,44950385,Mapped from,1970-01-01,2099-12-31,
1167323,21053702,Has marketed form,2017-06-24,2099-12-31,
19073777,44339972,RxNorm - SPL,1970-01-01,2099-12-31,
19078461,44339679,RxNorm - SPL,1970-01-01,2099-12-31,
957136,45684991,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,46253360,Mapped from,2015-07-08,2099-12-31,
19079524,19124403,Mapped from,2015-09-08,2099-12-31,
9107,9334,Concept replaced by,2014-01-03,2099-12-31,
42963389,19074843,Tradename of,2018-08-21,2099-12-31,
41261831,19022781,Marketed form of,2017-07-18,2099-12-31,
44879282,723042,Maps to,2008-01-02,2099-12-31,
45240663,19080128,Maps to,1970-01-01,2099-12-31,
43012036,44476604,Mapped from,2017-10-23,2099-12-31,
1799790,19020053,Maps to,2021-09-12,2099-12-31,
41193874,1332419,Tradename of,2017-07-18,2099-12-31,
201826,4312009,Asso with finding,2011-07-31,2099-12-31,
35135928,1332419,Marketed form of,2019-03-11,2099-12-31,
4027017,4022703,Subsumes,2011-07-31,2099-12-31,
45348755,1348267,Maps to,2010-11-01,2099-12-31,
134057,37200572,Mapped from,2017-10-01,2099-12-31,
45664593,739207,Maps to,1970-01-01,2099-12-31,
21603037,1729720,ATC - RxNorm pr up,2020-06-01,2099-12-31,
40232448,45824932,Mapped from,2015-01-29,2099-12-31,
1551192,42803609,RxNorm - SPL,1970-01-01,2099-12-31,
739207,1562061,Mapped from,2019-04-07,2099-12-31,
45036868,1167323,Maps to,1970-01-01,2099-12-31,
1221289,19080128,Maps to,2021-02-14,2099-12-31,
1033714,3007876,System of,2019-12-13,2099-12-31,
36197109,40228214,Maps to,2018-09-23,2099-12-31,
45060928,19080129,Maps to,1970-01-01,2099-12-31,
19019273,44431901,Mapped from,2017-09-01,2099-12-31,
4240345,4047844,Finding method of,2011-07-31,2099-12-31,
19018935,44415665,Mapped from,2017-04-01,2099-12-31,
19077463,35505149,Mapped from,2019-03-04,2099-12-31,
40228214,1788559,Mapped from,2019-03-10,2099-12-31,
45627838,19020053,Maps to,2013-10-07,2099-12-31,
21082634,19022830,Marketed form of,2015-08-17,2099-12-31,
19075601,41137107,Has marketed form,2017-07-18,2099-12-31,
432863,4120613,Is a,2018-07-31,2099-12-31,
45684416,40228214,Maps to,1970-01-01,2099-12-31,
37398922,40277917,Is a,2018-07-31,2099-12-31,
45766758,4226140,Is a,2015-01-31,2099-12-31,
19075601,41074274,Has marketed form,2017-07-18,2099-12-31,
4077373,4089228,Is a,2011-07-31,2099-12-31,
44961136,19080129,Maps to,1970-01-01,2099-12-31,
40883177,739207,Marketed form of,2017-07-18,2099-12-31,
4297530,1334456,Maps to,1970-01-01,2099-12-31,
19022781,1784360,RxNorm - SPL,2021-09-12,2099-12-31,
43012036,43012037,Has tradename,2013-01-07,2099-12-31,
44472339,40163924,Maps to,2017-10-23,2099-12-31,
1539463,41101472,Has marketed form,2017-07-18,2099-12-31,
45377806,19019273,Maps to,1970-01-01,2099-12-31,
4052083,4262694,Subsumes,2011-07-31,2099-12-31,
19080129,44853185,Mapped from,2007-09-04,2099-12-31,
1539411,36267670,Has tradename,2017-10-01,2099-12-31,
1154380,43187383,Has marketed form,2017-06-24,2099-12-31,
19020053,1541292,Mapped from,2021-12-12,2099-12-31,
739207,45864074,Mapped from,2015-01-29,2099-12-31,
45665861,43012036,SPL - RxNorm,1970-01-01,2099-12-31,
1033751,3004501,Scale type of,2019-12-13,2099-12-31,
45702063,19080129,Maps to,1970-01-01,2099-12-31,
132797,440371,Is a,2020-03-09,2099-12-31,
4181781,40481893,Subsumes,2017-07-31,2099-12-31,
1033306,3016436,System of,2019-06-20,2099-12-31,
19078106,45694889,RxNorm - SPL,1970-01-01,2099-12-31,
44838410,44784878,Maps to,2007-06-01,2099-12-31,
44993273,40236446,Maps to,1970-01-01,2099-12-31,
439406,40341161,Mapped from,2017-07-31,2099-12-31,
4226121,40386786,Concept poss_eq from,2014-04-01,2099-12-31,
44929430,40229134,Maps to,2013-08-05,2099-12-31,
44920805,1551170,Maps to,1970-01-01,2099-12-31,
44949748,19133905,Maps to,2009-03-02,2099-12-31,
4226121,3522932,Concept same_as from,2004-01-31,2099-12-31,
40856902,1348267,Marketed form of,2017-07-18,2099-12-31,
4260068,4248093,Is a,2011-07-31,2099-12-31,
36181302,1115171,Maps to,2018-06-01,2099-12-31,
45020890,723042,Maps to,1970-01-01,2099-12-31,
45639057,40223768,Maps to,1970-01-01,2099-12-31,
45698853,40228214,SPL - RxNorm,2015-01-29,2099-12-31,
1115171,36159139,RxNorm - SPL,1970-01-01,2099-12-31,
4203771,4002365,Is a,2014-01-31,2099-12-31,
36115296,1551192,Maps to,2021-06-20,2099-12-31,
44433850,40162522,Maps to,2017-03-01,2099-12-31,
36381755,40174052,Maps to,2020-10-25,2099-12-31,
45785934,19080129,SPL - RxNorm,2015-01-29,2099-12-31,
957136,45248414,Mapped from,1970-01-01,2099-12-31,
43565774,1112807,Brand name of,2016-07-01,2099-12-31,
45779836,1551170,SPL - RxNorm,2015-01-29,2099-12-31,
44798376,8715,Concept was_a to,2019-01-31,2099-12-31,
45825783,957136,Maps to,2015-01-29,2099-12-31,
45643132,40185280,SPL - RxNorm,1970-01-01,2099-12-31,
739207,45893639,RxNorm - SPL,2015-07-08,2099-12-31,
42536659,4079749,Is a,2020-03-09,2099-12-31,
4198190,4123617,Mapped from,1970-01-01,2099-12-31,
19020053,45696194,Mapped from,1970-01-01,2099-12-31,
45380907,957136,Maps to,1970-01-01,2099-12-31,
19078106,45646515,RxNorm - SPL,1970-01-01,2099-12-31,
4273629,4044700,Has method,2011-07-31,2099-12-31,
44849922,40163924,Maps to,2012-05-07,2099-12-31,
45764171,4248093,Is a,2015-01-31,2099-12-31,
45268009,40185304,Maps to,2010-11-01,2099-12-31,
45655713,19079524,SPL - RxNorm,1970-01-01,2099-12-31,
19133768,45372941,Mapped from,2009-08-03,2099-12-31,
44892066,19023564,Maps to,2008-01-02,2099-12-31,
37059111,3026023,Subsumes,1970-01-01,2099-12-31,
1107882,43035116,Has marketed form,2019-10-06,2099-12-31,
45305628,1115171,Maps to,2012-05-07,2099-12-31,
45700067,19078106,Maps to,1970-01-01,2099-12-31,
43277364,46233988,Marketed form of,2017-06-24,2099-12-31,
4163951,4065289,Interprets of,2011-07-31,2099-12-31,
4133840,37395616,Asso proc of,2016-07-31,2099-12-31,
4207470,4118597,Method of,2011-07-31,2099-12-31,
19078461,21034249,Available as box,2015-08-17,2099-12-31,
45335654,723042,Maps to,1970-01-01,2099-12-31,
734356,45316057,Mapped from,2008-01-01,2099-12-31,
4097430,3000285,Subsumes,2019-12-13,2099-12-31,
2514550,4089036,CPT4 - SNOMED eq,2014-04-01,2099-12-31,
37020160,37021212,Contained in panel,1970-01-01,2099-12-31,
1786621,21605208,RxNorm - ATC sec up,2020-06-01,2099-12-31,
19073183,40550767,Mapped from,2016-01-31,2099-12-31,
1539411,44939076,Mapped from,1970-01-01,2099-12-31,
920334,45327980,Mapped from,1970-01-01,2099-12-31,
40871468,1539463,Maps to,2017-08-25,2099-12-31,
35605881,21118174,Available as box,2015-08-17,2099-12-31,
45663962,19020053,SPL - RxNorm,1970-01-01,2099-12-31,
45865498,19020053,Maps to,2015-01-29,2099-12-31,
35906238,19007332,Maps to,2019-07-07,2099-12-31,
19020053,46250537,Mapped from,2015-07-08,2099-12-31,
44129591,19073183,Marketed form of,2017-06-25,2099-12-31,
36003491,1127433,SPL - RxNorm,2019-05-13,2099-12-31,
19075601,45327461,Mapped from,2013-06-03,2099-12-31,
1107882,45193844,Mapped from,2009-05-04,2099-12-31,
36208195,40761014,Subsumes,1970-01-01,2099-12-31,
36601884,723042,Maps to,2019-10-13,2099-12-31,
8715,44797213,Concept was_a from,2019-01-31,2099-12-31,
44993792,19023564,Maps to,2008-01-02,2099-12-31,
45213874,19020053,Maps to,2013-08-05,2099-12-31,
1783395,19080128,Maps to,2021-08-22,2099-12-31,
1551192,44419197,Mapped from,2016-10-01,2099-12-31,
45702980,19133873,Maps to,1970-01-01,2099-12-31,
4286804,4066543,Subsumes,2011-07-31,2099-12-31,
19022781,2061917,Has marketed form,2020-07-31,2099-12-31,
36224044,40232448,RxNorm inverse is a,2016-08-01,2099-12-31,
4052083,4289298,Subsumes,2011-07-31,2099-12-31,
4012500,31967,Has asso finding,2011-07-31,2099-12-31,
1551192,35501813,RxNorm - SPL,2021-06-20,2099-12-31,
4298615,4301351,Has due to,2018-01-31,2099-12-31,
43188723,19080129,Marketed form of,2017-06-24,2099-12-31,
21602162,1777806,ATC - RxNorm sec up,2020-06-01,2099-12-31,
44088608,19078924,Marketed form of,2017-06-25,2099-12-31,
4217646,4201649,Dir device of,2011-07-31,2099-12-31,
19077463,40730080,Has marketed form,2018-06-04,2099-12-31,
45706754,1539463,Maps to,1970-01-01,2099-12-31,
19133873,45852546,Mapped from,2015-01-29,2099-12-31,
19018935,44888591,Mapped from,1970-01-01,2099-12-31,
1539411,45667726,Mapped from,1970-01-01,2099-12-31,
44015364,1112807,Brand name of,2017-06-25,2099-12-31,
44020079,1341927,Brand name of,2017-06-25,2099-12-31,
45268020,1321363,Maps to,2011-08-01,2099-12-31,
46242147,40185280,SPL - RxNorm,2015-07-08,2099-12-31,
45677944,40232448,SPL - RxNorm,2015-01-29,2099-12-31,
3004249,44786685,Contained in panel,1970-01-01,2099-12-31,
19080128,45631032,RxNorm - SPL,2015-01-29,2099-12-31,
40163924,44443981,Mapped from,2017-03-01,2099-12-31,
45561629,4203722,Maps to,2019-10-26,2099-12-31,
1115171,45373993,Mapped from,2011-10-25,2099-12-31,
43530950,44834894,Mapped from,2018-02-07,2099-12-31,
44958780,40185280,Maps to,2010-11-01,2099-12-31,
19073094,1721926,RxNorm - SPL,1970-01-01,2099-12-31,
45011629,46233710,Maps to,2017-10-23,2099-12-31,
40223768,45369669,Mapped from,2013-08-05,2099-12-31,
44845919,19078461,Maps to,2009-07-06,2099-12-31,
46241250,1545959,SPL - RxNorm,2015-07-08,2099-12-31,
2514474,4018483,CPT4 - SNOMED eq,2014-04-01,2099-12-31,
19075601,36150842,RxNorm - SPL,2018-09-23,2099-12-31,
45074946,19073777,Maps to,2008-08-01,2099-12-31,
1364546,1115171,Maps to,2021-09-12,2099-12-31,
19019851,40851641,Has marketed form,2017-07-18,2099-12-31,
734356,45345160,Mapped from,2008-01-01,2099-12-31,
4045306,4022567,Is a,2011-07-31,2099-12-31,
1551192,45207284,Mapped from,2013-08-05,2099-12-31,
45657154,40228230,SPL - RxNorm,2015-01-29,2099-12-31,
723042,44487020,Mapped from,2017-10-23,2099-12-31,
19022781,21131359,Has marketed form,2017-06-24,2099-12-31,
45860338,40162522,Maps to,2015-01-29,2099-12-31,
739207,42830765,Mapped from,2018-02-01,2099-12-31,
45632629,40174052,Maps to,1970-01-01,2099-12-31,
19022781,46298409,RxNorm - SPL,1970-01-01,2099-12-31,
46275444,43542608,RxNorm - SPL,2020-07-12,2099-12-31,
19019273,44460880,Mapped from,2017-09-01,2099-12-31,
4229563,4229563,Maps to,1970-01-01,2099-12-31,
42509065,19134047,Maps to,2019-10-13,2099-12-31,
46233710,40867694,Available as box,2017-07-18,2099-12-31,
3038352,3016502,Panel contains,1970-01-01,2099-12-31,
1332419,45628890,RxNorm - SPL,2015-01-29,2099-12-31,
723042,45296416,Mapped from,1970-01-01,2099-12-31,
37072247,21494966,Component of,2019-12-13,2099-12-31,
3014902,40758307,Contained in panel,1970-01-01,2099-12-31,
45298709,40174052,Maps to,2010-04-05,2099-12-31,
21084601,1539463,Marketed form of,2017-06-24,2099-12-31,
36196571,1545959,Maps to,2018-09-23,2099-12-31,
45692632,19008572,SPL - RxNorm,1970-01-01,2099-12-31,
1551192,44088198,Has marketed form,2017-06-25,2099-12-31,
19133905,45783206,RxNorm - SPL,2015-01-29,2099-12-31,
4085731,4104340,Has indir proc site,2011-07-31,2099-12-31,
42528763,42528763,Maps to,2017-02-21,2099-12-31,
45367992,40174052,Maps to,2010-04-05,2099-12-31,
19078106,45006818,Mapped from,2007-10-01,2099-12-31,
45692403,1107882,Maps to,1970-01-01,2099-12-31,
40852754,19020053,Marketed form of,2017-07-18,2099-12-31,
44479475,40229134,Maps to,2017-10-23,2099-12-31,
1539411,45631877,RxNorm - SPL,2019-09-08,2099-12-31,
45667911,40228214,SPL - RxNorm,2015-01-29,2099-12-31,
4301351,4337451,Follows,2016-01-31,2099-12-31,
21144347,46234440,Marketed form of,2017-06-24,2099-12-31,
45167657,19018935,Maps to,1970-01-01,2099-12-31,
21122275,1167323,Marketed form of,2017-06-24,2099-12-31,
40945180,19019851,Marketed form of,2017-07-18,2099-12-31,
1115171,46367503,Mapped from,2015-10-16,2099-12-31,
19007870,19078461,Tradename of,2005-06-16,2099-12-31,
723042,45037610,Mapped from,1970-01-01,2099-12-31,
957136,41126785,Mapped from,2017-08-25,2099-12-31,
44939302,46233710,Maps to,2017-10-23,2099-12-31,
1154380,44953715,Mapped from,2008-06-02,2099-12-31,
765461,381316,Followed by,2018-01-31,2099-12-31,
723042,36157310,RxNorm - SPL,2018-09-23,2099-12-31,
1332419,44447682,Mapped from,2016-08-01,2099-12-31,
40163554,44914970,Mapped from,2011-02-07,2099-12-31,
35126509,1341927,Brand name of,2019-03-11,2099-12-31,
1112807,4135887,Mapped from,2021-08-02,2099-12-31,
4302356,3542979,Concept same_as from,2010-10-01,2099-12-31,
45784361,1115171,SPL - RxNorm,2015-01-29,2099-12-31,
44425478,19134047,Maps to,2017-05-01,2099-12-31,
37312015,381316,Is a,2020-03-09,2099-12-31,
45211515,19133873,Maps to,2009-03-02,2099-12-31,
21111289,19019851,Marketed form of,2017-06-24,2099-12-31,
4127363,4168004,Has asso morph,2011-07-31,2099-12-31,
957136,19023795,Has tradename,2005-06-16,2099-12-31,
46275916,45680358,RxNorm - SPL,1970-01-01,2099-12-31,
43037002,19020053,Marketed form of,2019-10-06,2099-12-31,
43708773,1112807,RxNorm has ing,2016-07-01,2099-12-31,
19075601,41191530,Has tradename,2017-07-18,2099-12-31,
45028653,40162522,Maps to,2009-08-03,2099-12-31,
4217646,36675210,Dir device of,2019-01-31,2099-12-31,
973328,40162522,Maps to,2019-07-28,2099-12-31,
19080128,41103669,Has marketed form,2017-07-18,2099-12-31,
45697545,19059056,Maps to,1970-01-01,2099-12-31,
45042522,19007332,Maps to,2008-04-01,2099-12-31,
45659395,19078461,SPL - RxNorm,1970-01-01,2099-12-31,
1127433,46249754,Mapped from,2015-07-08,2099-12-31,
40236824,35531301,Mapped from,2019-09-08,2099-12-31,
3012888,42528379,Contained in panel,1970-01-01,2099-12-31,
4053602,4152936,Subsumes,2011-07-31,2099-12-31,
45670364,1348267,SPL - RxNorm,2015-01-29,2099-12-31,
19078106,45800454,RxNorm - SPL,2015-01-29,2099-12-31,
44360702,1551192,SPL - RxNorm,1970-01-01,2099-12-31,
40231921,1127524,Consists of,2011-01-03,2099-12-31,
1539463,41070021,Has marketed form,2017-07-18,2099-12-31,
44862613,1167323,Maps to,2013-06-03,2099-12-31,
43024271,957136,Marketed form of,2019-10-06,2099-12-31,
45245901,1551170,Maps to,2008-01-01,2099-12-31,
43624431,1545959,Tradename of,2017-06-24,2099-12-31,
40232707,45168259,Mapped from,2011-09-06,2099-12-31,
832979,1127433,Maps to,2021-06-20,2099-12-31,
19079524,45700959,RxNorm - SPL,2015-01-29,2099-12-31,
45091583,1127433,Maps to,1970-01-01,2099-12-31,
19033893,758658,Mapped from,2019-06-16,2099-12-31,
45379263,1539463,Maps to,1970-01-01,2099-12-31,
19079524,45637663,RxNorm - SPL,1970-01-01,2099-12-31,
36203174,1033751,Has scale type,2019-12-13,2099-12-31,
44482454,19019273,Maps to,2017-10-23,2099-12-31,
19091199,1177480,RxNorm has ing,2005-04-04,2099-12-31,
1127433,44844193,Mapped from,2013-11-04,2099-12-31,
36180084,40185280,Maps to,2018-08-01,2099-12-31,
19133873,43278923,Available as box,2016-09-30,2099-12-31,
40169281,736392,RxNorm - SPL,2019-03-10,2099-12-31,
1107882,45111997,Mapped from,2014-03-03,2099-12-31,
19078461,45317653,Mapped from,2013-08-05,2099-12-31,
40163554,45182279,Mapped from,2009-08-03,2099-12-31,
40277917,37109595,Subsumes,2018-07-31,2099-12-31,
1348267,21082627,Has marketed form,2015-08-17,2099-12-31,
437663,762947,Asso with finding,2018-01-31,2099-12-31,
19080129,40916166,Has marketed form,2017-07-18,2099-12-31,
40277917,37116399,Subsumes,2018-07-31,2099-12-31,
763421,4298279,Has focus,2018-01-31,2099-12-31,
36184727,40228214,Maps to,2018-09-23,2099-12-31,
42847396,1551192,Maps to,2018-04-20,2099-12-31,
1101556,45192890,Mapped from,1970-01-01,2099-12-31,
45241368,19133768,Maps to,2009-08-03,2099-12-31,
4231144,440925,Is a,2011-07-31,2099-12-31,
45169050,1539411,Maps to,2011-09-06,2099-12-31,
1621430,19020053,SPL - RxNorm,2022-01-09,2099-12-31,
4063979,4240345,Using finding method,2011-07-31,2099-12-31,
45892894,44415326,Mapped from,2017-04-01,2099-12-31,
19020053,45172094,Mapped from,2007-07-03,2099-12-31,
4229941,4300017,Has dose form,2011-07-31,2099-12-31,
41358140,1344909,Marketed form of,2017-07-18,2099-12-31,
4181781,4233412,Subsumes,2019-07-31,2099-12-31,
1177480,40002727,RxNorm ing of,2005-04-04,2099-12-31,
19080128,45795110,RxNorm - SPL,2015-01-29,2099-12-31,
4029715,4215566,Subsumes,2011-07-31,2099-12-31,
41040923,1107882,Marketed form of,2017-07-18,2099-12-31,
45640976,19133873,SPL - RxNorm,1970-01-01,2099-12-31,
40184084,45305761,Mapped from,2013-10-02,2099-12-31,
45641677,19019273,SPL - RxNorm,1970-01-01,2099-12-31,
4010422,4329847,Has focus,2011-07-31,2099-12-31,
19078461,44421084,Mapped from,2017-07-01,2099-12-31,
44420942,40232448,Maps to,2016-04-01,2099-12-31,
43051825,19022781,Maps to,2019-12-08,2099-12-31,
45893691,19078461,SPL - RxNorm,2015-03-26,2099-12-31,
41007774,739207,Marketed form of,2017-07-18,2099-12-31,
43146145,19020053,Tradename of,2016-09-10,2099-12-31,
40165015,21066209,Has marketed form,2015-08-17,2099-12-31,
19077344,44896368,Mapped from,2008-10-01,2099-12-31,
35625463,4029498,Is a,2018-07-31,2099-12-31,
19022781,44433423,Mapped from,2016-05-01,2099-12-31,
19078461,45684591,RxNorm - SPL,2015-01-29,2099-12-31,
4034850,4207466,Subsumes,2011-07-31,2099-12-31,
44116432,19073094,Marketed form of,2017-06-25,2099-12-31,
19077463,44474418,Mapped from,2017-10-23,2099-12-31,
4298444,40486537,Indir proc site of,2018-07-31,2099-12-31,
320299,4300243,Is a,2011-07-31,2099-12-31,
36480832,19080129,Maps to,2017-10-01,2099-12-31,
43692493,19078461,Marketed form of,2017-06-24,2099-12-31,
19080128,44050196,Has marketed form,2017-06-25,2099-12-31,
19008572,581734,RxNorm - SPL,2019-05-13,2099-12-31,
44488344,19077463,Maps to,2017-12-14,2099-12-31,
4240345,4037516,Finding method of,2011-07-31,2099-12-31,
19078924,43754109,Has marketed form,2017-06-24,2099-12-31,
19080129,45832124,Mapped from,2015-01-29,2099-12-31,
4301351,3520715,Concept was_a from,2011-10-03,2099-12-31,
1539463,45113132,Mapped from,1970-01-01,2099-12-31,
42831971,739207,Maps to,2018-02-01,2099-12-31,
45902513,19019273,Maps to,2015-03-26,2099-12-31,
19079658,45146505,Mapped from,1970-01-01,2099-12-31,
45804635,19008572,Maps to,2015-01-29,2099-12-31,
40232710,40231805,Constitutes,2011-01-03,2099-12-31,
46365406,19020053,Maps to,2015-10-01,2099-12-31,
